url,img
/tin-tuc/hoi-dap-bac-si/thuong-xuyen-chay-mau-mui-nen-uong-thuoc-gi/,https://vinmec-prod.s3.amazonaws.com/images/20220218_123808_797785_chay_mau_mui.max-800x800.png
/tin-tuc/hoi-dap-bac-si/xop-xo-tai-co-nen-phau-thuat-khong/,https://vinmec-prod.s3.amazonaws.com/images/20201102_152649_601499_153136-xop_xo_tai.max-800x800.jpg
/tin-tuc/hoi-dap-bac-si/viem-tuyen-nuoc-bot-dieu-tri-dut-diem-nao/,https://vinmec-prod.s3.amazonaws.com/images/20220522_143311_604087_Viem_tuyen_nuoc_bot_m.max-800x800.jpg
/tin-tuc/hoi-dap-bac-si/tuc-nguc-trai-kho-tho-kem-ho-khan-co-sao-khong/,https://vinmec-prod.s3.amazonaws.com/images/20211115_090123_605785_00.max-800x800.jpg
/tin-tuc/hoi-dap-bac-si/tho-kho-khe-kem-ngua-hong-sau-dieu-tri-lao-phoi-co-sao-khong/,https://vinmec-prod.s3.amazonaws.com/images/20220428_023225_318848_ho-keo-dai-kem-tuc-ng.max-800x800.jpg
/tin-tuc/hoi-dap-bac-si/da-nhan-tuyen-giap-nhu-kich-thuoc-6x6mm-co-nguy-hiem-khong/,https://vinmec-prod.s3.amazonaws.com/images/20220924_091142_466365_20191004_081824_65647.max-800x800.jpg
/tin-tuc/hoi-dap-bac-si/sau-cat-thuy-trai-tuyen-giap-phai-uong-thuoc-bao-lau/,https://vinmec-prod.s3.amazonaws.com/images/20210206_030006_877049_78.max-800x800.jpg
/tin-tuc/hoi-dap-bac-si/sau-phau-thuat-cat-thanh-quan-ha-hong-co-lap-van-phat-am-khong/,https://vinmec-prod.s3.amazonaws.com/images/20220527_010513_567496_cat-thanh-quan.max-800x800.png
/tin-tuc/hoi-dap-bac-si/thuong-xuyen-chay-mau-mui-la-dau-hieu-cua-benh-gi/,https://vinmec-prod.s3.amazonaws.com/images/20220923_132811_957599_dau-mui-kem-chay-nuoc.max-800x800.jpg
/tin-tuc/hoi-dap-bac-si/kho-tho-kem-ha-huyet-ap-sau-tiem-co-phai-soc-phan-ve-khong/,https://vinmec-prod.s3.amazonaws.com/images/20220924_030838_672561_Ho-kem-tuc-nguc-kho-t.max-800x800.png
/tin-tuc/hoi-dap-bac-si/nguoi-di-ung-thuoc-ha-sot-phai-lam-gi-khi-sot/,https://vinmec-prod.s3.amazonaws.com/images/20220919_142244_428177_di-ung-khang-sinh-cip.max-800x800.jpg
